Order_ID,Customer_ID,age,Driver_ID,Restaurant_ID,Restaurant_Name,Restaurant_Branch,City,Order_Date,food_type,Order_Value,Delivery_Fee,Discount,Final_Amount,Payment_mode,Segment,Rating,Category
O2999,C1317,45,D423,R64,KFC,"Delhi B7",Delhi,2023-08-30,Non-Veg,790,36,134,692,UPI,Premium,3.9,"Fast Food"
O3000,C1585,32,D850,R315,Dominos,"Bangalore B10",Bangalore,2024-03-28,Veg,686,43,74,655,UPI,Occasional,3.7,Cafe
O3001,C454,35,D748,R294,"Biryani House","Hyderabad B1",Hyderabad,2023-06-04,Veg,484,48,122,410,Cash,Regular,4.5,"Casual Dining"
O3002,C781,26,D130,R290,"Biryani House","Pune B10",Pune,2024-09-15,Non-Veg,718,58,127,649,Cash,Premium,3.5,Cafe
O3003,C345,33,D585,R296,KFC,"Hyderabad B2",Hyderabad,2023-05-13,Non-Veg,740,27,90,677,Cash,Occasional,3.9,Cafe
O3004,C1654,32,D416,R95,KFC,"Pune B2",Pune,2023-11-21,Non-Veg,270,40,39,271,Cash,Premium,3.9,"Fast Food"
O3005,C774,32,D141,R11,"Biryani House","Pune B2",Pune,2023-10-04,Non-Veg,213,46,60,199,Cash,Regular,3.2,"Fast Food"
O3006,C921,36,D172,R70,"Biryani House","Hyderabad B10",Hyderabad,2023-09-14,Non-Veg,943,53,60,936,UPI,Occasional,4.8,"Casual Dining"
O3007,C1686,29,D902,R205,"Biryani House","Hyderabad B2",Hyderabad,2024-04-12,Veg,954,33,88,899,Cash,Occasional,3.1,"Fast Food"
O3008,C694,54,D524,R74,McDonalds,"Mumbai B3",Mumbai,2024-01-17,Veg,539,28,63,504,Card,Premium,4.4,"Casual Dining"
O3009,C1226,30,D281,R255,Dominos,"Pune B2",Pune,2024-02-20,Non-Veg,987,47,22,1012,Cash,Premium,4.5,Cafe
O3010,C1273,31,D873,R4,KFC,"Bangalore B2",Bangalore,2024-04-22,Veg,249,38,147,140,UPI,Premium,3.7,"Fast Food"
O3011,C889,36,D334,R26,KFC,"Delhi B4",Delhi,2023-11-26,Veg,276,28,136,168,UPI,Premium,4,Cafe
O3012,C298,33,D291,R303,"Pizza Hut","Delhi B3",Delhi,2023-05-24,Veg,625,53,54,624,UPI,Regular,3.2,"Casual Dining"
O3013,C1543,33,D958,R94,"Pizza Hut","Mumbai B10",Mumbai,2023-08-08,Non-Veg,328,46,55,319,UPI,Regular,3.5,"Fast Food"
O3014,C76,56,D253,R378,"Biryani House","Mumbai B8",Mumbai,2023-04-30,Veg,764,20,91,693,Cash,Occasional,4.5,Cafe
O3015,C851,33,D85,R191,McDonalds,"Hyderabad B2",Hyderabad,2023-12-06,Veg,515,48,99,464,Cash,Occasional,4.3,Cafe
O3016,C1946,31,D878,R247,"Biryani House","Mumbai B8",Mumbai,2023-11-01,Non-Veg,360,36,79,317,Cash,Regular,3.1,Cafe
O3017,C826,30,D856,R317,KFC,"Mumbai B6",Mumbai,2024-03-12,Non-Veg,300,48,130,218,UPI,Premium,3.1,"Casual Dining"
O3018,C614,25,D635,R247,"Biryani House","Mumbai B8",Mumbai,2024-01-08,Veg,726,35,135,626,UPI,Premium,4.5,Cafe
O3019,C1957,25,D531,R341,KFC,"Pune B9",Pune,2023-09-19,Non-Veg,529,24,68,485,UPI,Regular,3.1,Cafe
O3020,C1358,33,D977,R129,KFC,"Delhi B5",Delhi,2024-01-04,Veg,577,32,93,516,UPI,Premium,4.8,"Fast Food"
O3021,C1189,28,D140,R283,McDonalds,"Mumbai B7",Mumbai,2023-11-17,Non-Veg,366,36,92,310,UPI,Premium,3.2,"Fast Food"
O3022,C1918,64,D923,R17,"Biryani House","Delhi B10",Delhi,2023-04-11,Veg,824,32,62,794,Cash,Regular,3,Cafe
O3023,C1499,28,D369,R33,"Pizza Hut","Mumbai B10",Mumbai,2023-12-12,Non-Veg,717,37,150,604,Cash,Premium,4.6,Cafe
O3024,C250,31,D649,R138,"Pizza Hut","Hyderabad B5",Hyderabad,2024-01-07,Veg,547,58,24,581,UPI,Occasional,4.6,"Fast Food"
O3025,C467,35,D177,R176,"Biryani House","Mumbai B2",Mumbai,2023-10-31,Veg,478,44,47,475,Cash,Occasional,3.9,"Casual Dining"
O3026,C387,27,D913,R301,Dominos,"Mumbai B5",Mumbai,2023-10-11,Veg,853,36,100,789,Cash,Premium,4.8,Cafe
O3027,C894,27,D552,R319,Dominos,"Pune B10",Pune,2023-10-15,Non-Veg,852,50,66,836,UPI,Premium,3.7,"Fast Food"
O3028,C1431,34,D685,R134,"Biryani House","Delhi B8",Delhi,2024-01-04,Veg,689,37,144,582,UPI,Premium,4.8,Cafe
O3029,C426,28,D608,R98,KFC,"Delhi B2",Delhi,2024-04-04,Non-Veg,362,44,43,363,Cash,Occasional,4.7,"Fast Food"
O3030,C866,33,D339,R239,McDonalds,"Pune B3",Pune,2023-04-17,Veg,540,44,111,473,UPI,Premium,3.4,Cafe
O3031,C1879,26,D325,R319,Dominos,"Pune B10",Pune,2024-08-31,Veg,418,32,122,328,Cash,Regular,4.9,"Fast Food"
O3032,C833,63,D528,R266,"Pizza Hut","Bangalore B9",Bangalore,2023-10-24,Veg,730,33,58,705,UPI,Premium,4.8,"Casual Dining"
O3033,C1050,45,D894,R260,KFC,"Mumbai B1",Mumbai,2024-03-20,Non-Veg,372,59,59,372,Cash,Regular,3.4,Cafe
O3034,C1336,35,D591,R116,Dominos,"Delhi B9",Delhi,2023-11-08,Veg,527,48,68,507,UPI,Occasional,4.9,"Fast Food"
O3035,C128,40,D279,R325,KFC,"Hyderabad B4",Hyderabad,2023-10-29,Non-Veg,413,50,45,418,UPI,Occasional,4.9,"Casual Dining"
O3036,C1455,37,D177,R169,KFC,"Mumbai B10",Mumbai,2023-10-21,Veg,512,42,44,510,UPI,Regular,3.9,"Fast Food"
O3037,C1078,40,D657,R92,"Biryani House","Delhi B9",Delhi,2023-12-29,Non-Veg,851,23,150,724,UPI,Regular,4.3,"Casual Dining"
O3038,C1510,32,D567,R212,"Biryani House","Bangalore B6",Bangalore,2023-06-04,Veg,371,40,22,389,Cash,Occasional,3.5,"Casual Dining"
O3039,C359,69,D240,R203,"Pizza Hut","Hyderabad B9",Hyderabad,2023-10-16,Veg,738,20,2,756,UPI,Regular,4.6,"Fast Food"
O3040,C149,31,D851,R238,"Biryani House","Bangalore B4",Bangalore,2023-09-20,Non-Veg,960,37,15,982,UPI,Occasional,4.9,"Fast Food"
O3041,C610,36,D974,R190,KFC,"Hyderabad B5",Hyderabad,2024-09-18,Non-Veg,273,41,32,282,Cash,Premium,3.1,Cafe
O3042,C1705,34,D545,R169,KFC,"Mumbai B10",Mumbai,2024-01-22,Non-Veg,642,36,30,648,Cash,Regular,4.5,"Fast Food"
O3043,C1473,34,D371,R5,KFC,"Delhi B4",Delhi,2023-12-20,Veg,602,45,14,633,UPI,Premium,4.6,"Fast Food"
O3044,C1657,33,D910,R371,"Biryani House","Bangalore B8",Bangalore,2024-05-07,Veg,440,28,95,373,UPI,Premium,3.3,"Fast Food"
O3045,C1286,27,D471,R232,Dominos,"Mumbai B9",Mumbai,2024-09-05,Non-Veg,413,37,56,394,UPI,Regular,4.3,Cafe
O3046,C1256,38,D371,R228,McDonalds,"Delhi B6",Delhi,2024-01-13,Non-Veg,491,30,27,494,UPI,Premium,4.6,Cafe
O3047,C1156,29,D513,R85,KFC,"Bangalore B1",Bangalore,2024-01-21,Veg,423,34,61,396,UPI,Occasional,5,"Fast Food"
O3048,C1386,32,D508,R12,"Biryani House","Bangalore B7",Bangalore,2023-11-23,Non-Veg,954,44,37,961,UPI,Premium,4,"Casual Dining"
O3049,C1653,43,D396,R53,KFC,"Hyderabad B5",Hyderabad,2024-06-26,Non-Veg,831,44,17,858,Card,Regular,4.5,"Fast Food"
O3050,C33,26,D274,R175,KFC,"Bangalore B7",Bangalore,2024-01-20,Non-Veg,818,25,65,778,Cash,Occasional,4.6,Cafe
O3051,C343,33,D661,R102,McDonalds,"Mumbai B6",Mumbai,2024-02-19,Veg,595,27,18,604,Cash,Premium,4.5,Cafe
O3052,C122,28,D660,R165,"Biryani House","Hyderabad B3",Hyderabad,2023-10-04,Non-Veg,515,54,82,487,UPI,Occasional,4.7,"Casual Dining"
O3053,C406,36,D275,R124,"Pizza Hut","Hyderabad B1",Hyderabad,2024-01-23,Veg,393,29,109,313,UPI,Premium,3.9,"Fast Food"
O3054,C1062,35,D205,R301,Dominos,"Mumbai B5",Mumbai,2023-03-21,Non-Veg,534,41,73,502,Cash,Regular,4.6,Cafe
O3055,C768,27,D66,R343,Dominos,"Bangalore B1",Bangalore,2023-10-31,Veg,605,31,142,494,Cash,Occasional,3.8,"Fast Food"
O3056,C11,64,D167,R230,KFC,"Delhi B7",Delhi,2023-12-27,Veg,576,41,122,495,Cash,Occasional,3.9,"Casual Dining"
O3057,C1785,19,D604,R255,Dominos,"Pune B2",Pune,2023-11-03,Non-Veg,423,32,136,319,Cash,Premium,3.4,Cafe
O3058,C802,19,D530,R347,Dominos,"Bangalore B3",Bangalore,2023-10-06,Non-Veg,327,25,110,242,UPI,Premium,3.7,"Fast Food"
O3059,C702,28,D805,R149,"Biryani House","Bangalore B5",Bangalore,2024-06-29,Veg,226,21,22,225,UPI,Premium,3,"Casual Dining"
O3060,C971,34,D231,R374,KFC,"Pune B5",Pune,2023-07-02,Veg,951,47,5,993,UPI,Premium,4.4,"Casual Dining"
O3061,C681,60,D954,R25,"Biryani House","Pune B4",Pune,2024-03-22,Veg,827,25,5,847,UPI,Regular,4.9,"Fast Food"
O3062,C823,37,D776,R321,Dominos,"Pune B1",Pune,2023-10-02,Non-Veg,442,34,19,457,Cash,Regular,4,"Casual Dining"
O3063,C510,36,D905,R72,McDonalds,"Pune B10",Pune,2024-06-21,Veg,288,57,66,279,Cash,Regular,3.6,"Casual Dining"
O3064,C1254,29,D491,R382,McDonalds,"Mumbai B8",Mumbai,2024-01-12,Veg,216,22,7,231,UPI,Occasional,4.9,Cafe
O3065,C1557,29,D204,R10,"Biryani House","Bangalore B7",Bangalore,2023-07-14,Veg,281,43,132,192,UPI,Occasional,4.2,Cafe
O3066,C300,27,D857,R28,Dominos,"Pune B3",Pune,2023-12-02,Non-Veg,945,33,20,958,UPI,Premium,3.8,"Casual Dining"
O3067,C1359,28,D143,R394,McDonalds,"Pune B2",Pune,2023-10-04,Veg,764,34,108,690,Cash,Premium,4.3,"Fast Food"
O3068,C1542,31,D953,R121,"Biryani House","Delhi B9",Delhi,2023-08-26,Veg,202,38,40,200,Cash,Occasional,3.3,"Fast Food"
O3069,C1193,39,D449,R15,Dominos,"Hyderabad B9",Hyderabad,2023-11-19,Veg,276,28,121,183,UPI,Premium,4.3,"Fast Food"
O3070,C1154,35,D159,R27,McDonalds,"Pune B3",Pune,2023-07-13,Non-Veg,974,55,65,964,Cash,Regular,4.9,Cafe
O3071,C709,28,D511,R45,KFC,"Delhi B2",Delhi,2023-12-07,Non-Veg,503,21,13,511,UPI,Premium,4.1,Cafe
O3072,C1304,24,D982,R365,"Pizza Hut","Bangalore B7",Bangalore,2023-04-23,Veg,470,33,121,382,UPI,Premium,4.3,"Casual Dining"
O3073,C1014,34,D36,R288,"Biryani House","Pune B1",Pune,2024-03-05,Non-Veg,568,29,114,483,Cash,Occasional,4.5,Cafe
O3074,C1089,20,D598,R300,"Pizza Hut","Pune B8",Pune,2024-04-16,Non-Veg,230,43,85,188,UPI,Premium,3.1,"Fast Food"
O3075,C996,43,D690,R339,"Biryani House","Delhi B6",Delhi,2023-11-28,Non-Veg,370,45,71,344,UPI,Regular,3.5,"Casual Dining"
O3076,C1657,39,D607,R86,Dominos,"Bangalore B8",Bangalore,2023-10-21,Veg,838,35,9,864,UPI,Premium,4.1,Cafe
O3077,C895,36,D661,R76,"Biryani House","Mumbai B9",Mumbai,2024-05-21,Non-Veg,231,33,109,155,UPI,Occasional,4.5,Cafe
O3078,C1795,31,D606,R113,"Pizza Hut","Mumbai B5",Mumbai,2023-08-26,Veg,350,44,133,261,Cash,Occasional,3,Cafe
O3079,C1444,29,D964,R398,"Biryani House","Delhi B7",Delhi,2024-09-18,Veg,821,37,84,774,Cash,Occasional,3,"Casual Dining"
O3080,C1669,32,D784,R145,McDonalds,"Pune B4",Pune,2023-10-24,Veg,733,47,80,700,UPI,Premium,4.9,"Fast Food"
O3081,C778,38,D303,R393,"Pizza Hut","Pune B6",Pune,2023-09-14,Veg,530,45,44,531,Card,Occasional,3.7,"Casual Dining"
O3082,C528,35,D831,R47,"Biryani House","Delhi B3",Delhi,2023-09-24,Veg,911,56,49,918,UPI,Premium,4.7,"Casual Dining"
O3083,C944,28,D293,R197,Dominos,"Delhi B4",Delhi,2023-07-03,Non-Veg,226,49,93,182,Card,Occasional,3.8,"Casual Dining"
O3084,C1895,36,D759,R270,KFC,"Delhi B2",Delhi,2023-12-15,Veg,828,24,37,815,UPI,Regular,3.4,Cafe
O3085,C1825,35,D697,R6,Dominos,"Mumbai B4",Mumbai,2024-02-06,Veg,429,42,22,449,UPI,Occasional,3.2,Cafe
O3086,C1019,31,D444,R396,"Pizza Hut","Bangalore B8",Bangalore,2024-02-29,Veg,749,47,122,674,UPI,Premium,4.7,Cafe
O3087,C756,39,D834,R287,McDonalds,"Bangalore B10",Bangalore,2023-03-16,Non-Veg,342,22,27,337,Cash,Occasional,4.1,Cafe
O3088,C1337,33,D51,R19,McDonalds,"Mumbai B2",Mumbai,2024-01-07,Non-Veg,709,38,4,743,Cash,Regular,3.8,"Fast Food"
O3089,C1601,35,D513,R52,McDonalds,"Bangalore B6",Bangalore,2023-10-20,Non-Veg,500,26,18,508,UPI,Occasional,5,"Fast Food"
O3090,C627,35,D483,R251,Dominos,"Delhi B10",Delhi,2023-10-12,Veg,877,51,108,820,Cash,Occasional,4.6,"Casual Dining"
O3091,C727,45,D950,R341,KFC,"Pune B9",Pune,2023-10-27,Non-Veg,897,27,145,779,Cash,Occasional,4.4,Cafe
O3092,C414,35,D654,R38,McDonalds,"Bangalore B5",Bangalore,2024-01-23,Veg,479,30,5,504,UPI,Regular,4.2,"Casual Dining"
O3093,C1315,40,D444,R336,"Biryani House","Bangalore B9",Bangalore,2024-06-09,Non-Veg,956,56,44,968,Cash,Regular,4.7,"Fast Food"
O3094,C1214,70,D113,R82,McDonalds,"Delhi B8",Delhi,2023-12-17,Veg,882,27,108,801,UPI,Regular,4.3,"Casual Dining"
O3095,C1488,30,D206,R167,McDonalds,"Bangalore B5",Bangalore,2023-07-22,Veg,292,44,40,296,Cash,Premium,3.1,"Fast Food"
O3096,C797,34,D743,R394,McDonalds,"Pune B2",Pune,2024-01-15,Veg,602,37,84,555,Cash,Regular,4.7,"Fast Food"
O3097,C107,26,D459,R241,"Pizza Hut","Pune B5",Pune,2023-07-07,Veg,343,45,65,323,UPI,Premium,3.5,Cafe
O3098,C1744,33,D23,R351,"Pizza Hut","Delhi B9",Delhi,2023-05-23,Non-Veg,331,55,145,241,UPI,Premium,4.4,"Fast Food"
O3099,C1039,26,D346,R22,"Biryani House","Mumbai B4",Mumbai,2024-10-10,Veg,886,45,144,787,UPI,Regular,3.4,Cafe
O3100,C66,34,D773,R295,"Biryani House","Pune B5",Pune,2024-06-20,Non-Veg,777,42,55,764,UPI,Regular,3.7,Cafe
O3101,C790,41,D258,R106,Dominos,"Mumbai B10",Mumbai,2023-02-21,Veg,788,47,149,686,UPI,Occasional,4,"Fast Food"
O3102,C158,29,D271,R314,McDonalds,"Pune B7",Pune,2024-05-25,Veg,200,46,120,126,Cash,Regular,3.6,Cafe
O3103,C668,46,D72,R321,Dominos,"Pune B1",Pune,2024-06-14,Non-Veg,226,55,2,279,UPI,Occasional,4.6,"Casual Dining"
O3104,C1363,33,D928,R146,McDonalds,"Mumbai B4",Mumbai,2024-06-01,Veg,251,21,37,235,Cash,Occasional,4.6,"Fast Food"
O3105,C1132,41,D246,R124,"Pizza Hut","Hyderabad B1",Hyderabad,2024-03-25,Veg,817,25,30,812,UPI,Occasional,3.6,"Fast Food"
O3106,C1855,39,D694,R186,"Pizza Hut","Delhi B5",Delhi,2024-03-10,Non-Veg,521,27,108,440,UPI,Premium,3.4,Cafe
O3107,C1075,62,D737,R45,KFC,"Delhi B2",Delhi,2024-01-20,Veg,973,43,11,1005,UPI,Occasional,4.9,Cafe
O3108,C861,40,D467,R157,KFC,"Mumbai B3",Mumbai,2023-11-11,Veg,485,48,143,390,Cash,Regular,4.2,Cafe
O3109,C1202,40,D777,R112,"Biryani House","Pune B4",Pune,2023-09-04,Veg,337,60,91,306,UPI,Premium,4.5,"Casual Dining"
O3110,C641,30,D918,R81,"Pizza Hut","Pune B7",Pune,2024-03-06,Non-Veg,982,36,50,968,UPI,Occasional,4.5,"Fast Food"
O3111,C1095,30,D935,R37,Dominos,"Hyderabad B4",Hyderabad,2024-01-24,Non-Veg,680,38,51,667,Cash,Regular,4.4,"Casual Dining"
O3112,C320,29,D807,R127,KFC,"Pune B5",Pune,2023-12-06,Veg,881,21,122,780,UPI,Premium,3.5,"Fast Food"
O3113,C32,63,D627,R18,McDonalds,"Pune B5",Pune,2023-11-21,Non-Veg,865,52,12,905,UPI,Premium,3.7,"Fast Food"
O3114,C283,25,D555,R210,"Pizza Hut","Pune B6",Pune,2023-09-20,Veg,385,51,64,372,UPI,Regular,4.5,"Fast Food"
O3115,C612,40,D72,R72,McDonalds,"Pune B10",Pune,2023-11-21,Veg,270,23,86,207,Cash,Occasional,4.6,"Casual Dining"
O3116,C1986,31,D228,R115,Dominos,"Pune B10",Pune,2024-01-15,Veg,520,35,76,479,Card,Regular,3.5,"Casual Dining"
O3117,C1537,57,D420,R294,"Biryani House","Hyderabad B1",Hyderabad,2024-01-10,Non-Veg,967,22,146,843,Cash,Occasional,4.4,"Casual Dining"
O3118,C1185,29,D328,R349,"Pizza Hut","Bangalore B10",Bangalore,2023-08-25,Non-Veg,219,35,84,170,UPI,Premium,4,Cafe
O3119,C1997,36,D816,R211,"Pizza Hut","Bangalore B4",Bangalore,2024-01-09,Veg,235,20,50,205,UPI,Premium,4.2,Cafe
O3120,C564,39,D465,R374,KFC,"Pune B5",Pune,2023-09-05,Veg,290,41,140,191,UPI,Regular,4.3,"Casual Dining"
O3121,C103,61,D84,R359,McDonalds,"Mumbai B9",Mumbai,2024-03-05,Non-Veg,959,37,62,934,UPI,Regular,3.9,"Fast Food"
O3122,C231,30,D585,R269,KFC,"Hyderabad B4",Hyderabad,2023-07-27,Non-Veg,436,60,91,405,Cash,Premium,3.9,"Casual Dining"
O3123,C52,31,D159,R27,McDonalds,"Pune B3",Pune,2023-09-14,Non-Veg,508,36,33,511,Cash,Occasional,4.9,Cafe
O3124,C391,38,D333,R127,KFC,"Pune B5",Pune,2023-08-06,Veg,247,21,143,125,UPI,Premium,4.7,"Fast Food"
O3125,C307,28,D167,R182,McDonalds,"Delhi B9",Delhi,2024-05-04,Veg,665,31,112,584,Cash,Occasional,3.9,"Casual Dining"
O3126,C296,39,D252,R113,"Pizza Hut","Mumbai B5",Mumbai,2023-04-19,Veg,618,23,148,493,UPI,Regular,4.8,Cafe
O3127,C327,39,D429,R338,McDonalds,"Hyderabad B8",Hyderabad,2023-12-05,Non-Veg,961,49,124,886,UPI,Occasional,3.1,"Casual Dining"
O3128,C256,33,D309,R132,McDonalds,"Hyderabad B1",Hyderabad,2024-04-11,Non-Veg,611,44,70,585,Cash,Regular,4.7,Cafe
O3129,C393,32,D883,R64,KFC,"Delhi B7",Delhi,2023-10-01,Non-Veg,872,43,74,841,UPI,Regular,3.9,"Fast Food"
O3130,C721,32,D641,R191,McDonalds,"Hyderabad B2",Hyderabad,2023-07-15,Non-Veg,406,44,2,448,Cash,Occasional,4.7,Cafe
O3131,C1308,38,D771,R294,"Biryani House","Hyderabad B1",Hyderabad,2024-03-23,Non-Veg,737,29,76,690,Cash,Occasional,4.6,"Casual Dining"
O3132,C544,60,D365,R204,"Pizza Hut","Mumbai B1",Mumbai,2023-10-12,Non-Veg,381,35,9,407,UPI,Regular,4.9,"Fast Food"
O3133,C119,31,D955,R34,KFC,"Mumbai B10",Mumbai,2024-02-21,Non-Veg,914,39,124,829,UPI,Occasional,3.8,Cafe
O3134,C1815,36,D266,R369,"Biryani House","Delhi B4",Delhi,2023-06-04,Veg,453,51,113,391,Cash,Occasional,3.4,Cafe
O3135,C865,32,D383,R233,"Pizza Hut","Bangalore B5",Bangalore,2024-01-19,Veg,866,38,101,803,Cash,Regular,3.1,"Casual Dining"
O3136,C1065,37,D559,R281,"Pizza Hut","Mumbai B1",Mumbai,2024-06-02,Veg,999,50,25,1024,UPI,Regular,3.4,"Casual Dining"
O3137,C682,39,D188,R339,"Biryani House","Delhi B6",Delhi,2023-05-01,Veg,985,50,20,1015,UPI,Regular,4.8,"Casual Dining"
O3138,C707,39,D341,R91,Dominos,"Bangalore B2",Bangalore,2023-06-30,Veg,982,39,125,896,Cash,Premium,3.2,Cafe
O3139,C1438,37,D555,R107,KFC,"Pune B4",Pune,2024-05-16,Non-Veg,244,48,140,152,UPI,Premium,4.5,"Casual Dining"
O3140,C1564,38,D368,R151,"Biryani House","Hyderabad B10",Hyderabad,2023-09-21,Veg,850,35,34,851,Cash,Occasional,4.6,"Fast Food"
O3141,C456,36,D604,R235,"Pizza Hut","Pune B9",Pune,2023-08-22,Veg,940,40,71,909,Cash,Regular,3.4,"Fast Food"
O3142,C881,65,D87,R354,McDonalds,"Bangalore B7",Bangalore,2023-12-19,Non-Veg,444,23,63,404,UPI,Regular,4.1,"Fast Food"
O3143,C77,56,D127,R340,McDonalds,"Pune B3",Pune,2024-01-05,Veg,781,20,36,765,UPI,Regular,3.5,"Casual Dining"
O3144,C1201,49,D111,R390,"Pizza Hut","Mumbai B6",Mumbai,2024-08-11,Veg,923,54,110,867,Cash,Regular,4.6,"Casual Dining"
O3145,C1346,30,D386,R189,KFC,"Bangalore B5",Bangalore,2024-04-19,Non-Veg,973,23,120,876,UPI,Occasional,4.4,Cafe
O3146,C1525,38,D261,R222,Dominos,"Delhi B10",Delhi,2023-12-22,Veg,316,32,26,322,UPI,Occasional,5,Cafe
O3147,C545,39,D413,R158,"Biryani House","Delhi B8",Delhi,2023-12-19,Non-Veg,324,21,48,297,UPI,Regular,4.8,"Fast Food"
O3148,C1458,36,D482,R165,"Biryani House","Hyderabad B3",Hyderabad,2024-04-25,Non-Veg,564,24,14,574,Card,Premium,4.4,"Casual Dining"
O3149,C431,50,D289,R307,KFC,"Bangalore B6",Bangalore,2023-12-04,Veg,820,60,123,757,UPI,Occasional,4.2,Cafe
O3150,C341,40,D771,R138,"Pizza Hut","Hyderabad B5",Hyderabad,2024-07-26,Non-Veg,229,39,145,123,Cash,Premium,4.6,"Fast Food"
O3151,C1939,30,D535,R163,"Biryani House","Bangalore B1",Bangalore,2023-07-04,Veg,701,24,30,695,Cash,Premium,3.3,"Fast Food"
O3152,C37,39,D161,R387,KFC,"Pune B7",Pune,2023-12-22,Non-Veg,466,51,126,391,Cash,Premium,3.5,"Casual Dining"
O3153,C928,31,D403,R387,KFC,"Pune B7",Pune,2024-03-02,Non-Veg,875,37,142,770,Cash,Regular,3.6,"Casual Dining"
O3154,C805,28,D995,R379,Dominos,"Pune B6",Pune,2024-02-21,Veg,906,41,148,799,UPI,Premium,3.1,"Fast Food"
O3155,C1541,28,D985,R307,KFC,"Bangalore B6",Bangalore,2023-10-19,Veg,967,47,112,902,Cash,Regular,3.6,Cafe
O3156,C719,25,D183,R35,McDonalds,"Bangalore B6",Bangalore,2024-03-17,Veg,948,39,47,940,Card,Premium,3.5,"Casual Dining"
O3157,C1313,25,D355,R316,McDonalds,"Bangalore B3",Bangalore,2023-03-14,Non-Veg,517,50,42,525,UPI,Regular,4.9,"Casual Dining"
O3158,C1120,30,D10,R355,KFC,"Bangalore B4",Bangalore,2023-03-06,Non-Veg,235,59,105,189,UPI,Premium,3.7,Cafe
O3159,C66,23,D263,R241,"Pizza Hut","Pune B5",Pune,2023-07-30,Veg,580,58,21,617,Cash,Regular,3.8,Cafe
O3160,C490,40,D913,R213,Dominos,"Mumbai B2",Mumbai,2023-08-06,Non-Veg,732,27,145,614,Cash,Regular,4.8,Cafe
O3161,C1890,27,D867,R333,Dominos,"Pune B1",Pune,2023-11-29,Non-Veg,533,49,109,473,UPI,Regular,4.2,"Fast Food"
O3162,C692,29,D156,R293,KFC,"Mumbai B3",Mumbai,2023-02-14,Non-Veg,516,29,15,530,UPI,Premium,3.3,Cafe
O3163,C1228,46,D937,R364,"Pizza Hut","Bangalore B5",Bangalore,2023-09-28,Non-Veg,970,52,67,955,Cash,Occasional,3.5,Cafe
O3164,C419,25,D393,R237,Dominos,"Mumbai B2",Mumbai,2024-05-02,Veg,857,31,121,767,UPI,Premium,3.2,"Fast Food"
O3165,C1781,31,D382,R204,"Pizza Hut","Mumbai B1",Mumbai,2024-03-14,Veg,386,27,113,300,Cash,Premium,4.7,"Fast Food"
O3166,C1328,25,D339,R333,Dominos,"Pune B1",Pune,2023-09-13,Veg,387,52,14,425,UPI,Premium,3.4,"Fast Food"
O3167,C216,34,D928,R170,"Pizza Hut","Mumbai B3",Mumbai,2024-08-14,Non-Veg,738,38,102,674,UPI,Premium,4.6,Cafe
O3168,C1978,39,D587,R328,Dominos,"Bangalore B9",Bangalore,2024-04-10,Non-Veg,768,59,96,731,UPI,Regular,3.1,"Casual Dining"
O3169,C325,28,D121,R188,KFC,"Bangalore B1",Bangalore,2024-02-22,Non-Veg,963,42,64,941,Cash,Premium,3.5,Cafe
O3170,C879,39,D584,R277,Dominos,"Bangalore B6",Bangalore,2024-07-01,Veg,421,22,112,331,Cash,Occasional,3.3,"Casual Dining"
O3171,C639,26,D718,R223,McDonalds,"Bangalore B5",Bangalore,2023-10-21,Veg,918,59,99,878,UPI,Premium,4.9,"Fast Food"
O3172,C502,31,D86,R372,"Pizza Hut","Bangalore B6",Bangalore,2024-04-19,Veg,612,27,8,631,Cash,Regular,4.5,"Casual Dining"
O3173,C1188,70,D792,R155,KFC,"Delhi B5",Delhi,2024-03-31,Veg,835,47,140,742,Cash,Premium,4,"Fast Food"
O3174,C1165,67,D981,R281,"Pizza Hut","Mumbai B1",Mumbai,2023-08-25,Non-Veg,991,38,105,924,Cash,Occasional,3.3,"Casual Dining"
O3175,C1560,35,D763,R88,"Biryani House","Delhi B4",Delhi,2023-10-02,Veg,697,55,70,682,Card,Premium,4.9,"Casual Dining"
O3176,C1292,28,D824,R305,Dominos,"Bangalore B1",Bangalore,2023-10-29,Non-Veg,481,32,72,441,UPI,Premium,3.5,"Fast Food"
O3177,C1234,32,D105,R279,"Pizza Hut","Delhi B4",Delhi,2024-01-18,Non-Veg,719,43,47,715,UPI,Premium,3.5,"Fast Food"
O3178,C1749,26,D54,R283,McDonalds,"Mumbai B7",Mumbai,2023-04-25,Non-Veg,723,60,42,741,Cash,Occasional,4.6,"Fast Food"
O3179,C1457,34,D375,R44,"Biryani House","Hyderabad B9",Hyderabad,2024-05-19,Veg,234,22,77,179,Cash,Regular,3.7,"Fast Food"
O3180,C158,27,D26,R249,"Biryani House","Pune B9",Pune,2023-07-29,Non-Veg,999,45,132,912,Cash,Regular,3.2,"Casual Dining"
O3181,C145,31,D365,R143,"Biryani House","Mumbai B10",Mumbai,2024-01-03,Veg,377,59,6,430,Cash,Occasional,4.9,"Fast Food"
O3182,C1704,28,D632,R175,KFC,"Bangalore B7",Bangalore,2023-01-08,Non-Veg,946,50,131,865,Cash,Regular,3.6,Cafe
O3183,C403,28,D429,R24,"Pizza Hut","Hyderabad B3",Hyderabad,2023-10-23,Non-Veg,339,48,147,240,UPI,Occasional,3.1,"Fast Food"
